Date,DBC,EEM,GLD,TLT,VNQ,^BSESN,^BVSP,^DJI,^FCHI,^FTSE,^GDAXI,^GSPC,^HSI,^IXIC,^N225,^RUT
2025-04-25,20.65484046936035,42.42597198486328,304.7300109863281,85.69786071777344,84.57662963867188,79212.53125,134739.0,40113.5,7536.259765625,8415.2998046875,22242.44921875,5525.2099609375,21980.740234375,17382.939453125,35705.73828125,1957.6199951171875
2025-04-28,20.538747787475586,42.50408935546875,309.07000732421875,86.23774719238281,85.10153198242188,80218.3671875,135016.0,40227.58984375,7573.759765625,8417.2998046875,22271.669921875,5528.75,21971.9609375,17366.130859375,35839.98828125,1965.550048828125
2025-04-29,20.277538299560547,42.62126159667969,306.05999755859375,86.96083068847656,85.55838012695312,80288.3828125,135093.0,40527.62109375,7555.8701171875,8463.5,22425.830078125,5560.830078125,22008.109375,17461.3203125,35839.98828125,1976.52001953125
2025-04-30,19.900236129760742,42.728668212890625,303.7699890136719,86.25704956054688,85.8597183227539,80242.2421875,135067.0,40669.359375,7593.8701171875,8494.900390625,22496.98046875,5569.06005859375,22119.41015625,17446.33984375,36045.37890625,1964.1199951171875
2025-05-01,19.996980667114258,42.718902587890625,297.4599914550781,85.8196792602539,86.1416015625,80242.2421875,135067.0,40752.9609375,7593.8701171875,8496.7998046875,22496.98046875,5604.14013671875,22119.41015625,17710.740234375,36452.30078125,1975.8599853515625
2025-05-02,20.08405113220215,43.93944549560547,297.9800109863281,84.89073944091797,87.20111846923828,80501.9921875,135134.0,41317.4296875,7770.47998046875,8596.400390625,23086.650390625,5686.669921875,22504.6796875,17977.73046875,36830.69140625,2020.739990234375
2025-05-05,19.967958450317383,44.27143096923828,306.8800048828125,84.41659545898438,87.0067138671875,80796.84375,133491.0,41218.828125,7727.93017578125,8596.400390625,23344.5390625,5650.3798828125,22504.6796875,17844.240234375,36830.69140625,2004.260009765625
2025-05-06,20.267866134643555,44.095672607421875,315.4800109863281,84.69721984863281,86.33601379394531,80641.0703125,133516.0,40829.0,7696.919921875,8597.400390625,23249.650390625,5606.91015625,22662.7109375,17689.66015625,36830.69140625,1983.18994140625
2025-05-07,20.01633071899414,43.587928771972656,310.75,85.05524444580078,86.43321228027344,80746.78125,133398.0,41113.96875,7626.83984375,8559.2998046875,23115.9609375,5631.27978515625,22691.880859375,17738.16015625,36779.66015625,1989.6600341796875
2025-05-08,20.277538299560547,43.55863571166992,304.6300048828125,84.1069564819336,86.09300231933594,80334.8125,136232.0,41368.44921875,7694.43994140625,8531.599609375,23352.689453125,5663.93994140625,22775.919921875,17928.140625,36928.62890625,2026.4100341796875
2025-05-09,20.432329177856445,43.851566314697266,306.8399963378906,84.23274230957031,86.66651153564453,79454.46875,136512.0,41249.37890625,7743.75,8554.7998046875,23499.3203125,5659.91015625,22867.740234375,17928.919921875,37503.328125,2023.0699462890625
2025-05-12,20.567771911621094,44.7987060546875,298.19000244140625,83.44894409179688,87.09420013427734,82429.8984375,136563.0,42410.1015625,7850.10009765625,8605.0,23566.5390625,5844.18994140625,23549.4609375,18708.33984375,37644.26171875,2092.199951171875
2025-05-13,20.887025833129883,44.87681579589844,299.4599914550781,83.11029052734375,85.98607635498047,81148.21875,138963.0,42140.4296875,7873.830078125,8602.900390625,23638.560546875,5886.5498046875,23108.26953125,19010.08984375,38183.26171875,2102.35009765625
2025-05-14,20.780607223510742,45.218570709228516,293.1600036621094,82.55874633789062,85.14041137695312,81330.5625,138423.0,42051.05859375,7836.7900390625,8585.0,23527.009765625,5892.580078125,23640.650390625,19146.810546875,38128.12890625,2083.800048828125
2025-05-15,20.57744598388672,45.19904327392578,297.8399963378906,83.28445434570312,86.69566345214844,82530.7421875,139334.0,42322.75,7853.47021484375,8633.7998046875,23695.58984375,5916.93017578125,23453.16015625,19112.3203125,37755.51171875,2094.68994140625
2025-05-16,20.500049591064453,45.16974639892578,294.239990234375,83.50701141357422,87.77462768554688,82330.59375,139187.0,42654.73828125,7886.68994140625,8684.599609375,23767.4296875,5958.3798828125,23345.05078125,19211.099609375,37753.71875,2113.25
2025-05-19,20.471027374267578,45.267391204833984,298.0299987792969,83.2651138305664,87.79405212402344,82059.421875,139636.0,42792.0703125,7883.6298828125,8699.2998046875,23934.98046875,5963.60009765625,23332.720703125,19215.4609375,37498.62890625,2104.429931640625
2025-05-20,20.732234954833984,45.218570709228516,303.5799865722656,82.6651840209961,87.27887725830078,81186.4375,140110.0,42677.23828125,7942.419921875,8781.099609375,24036.109375,5940.4599609375,23681.48046875,19142.7109375,37529.48828125,2105.580078125
2025-05-21,20.70321273803711,45.10139846801758,305.82000732421875,81.25243377685547,84.95572662353516,81596.6328125,137881.0,41860.44140625,7910.490234375,8786.5,24122.400390625,5844.60986328125,23827.779296875,18872.640625,37298.98046875,2046.56005859375
